summary_nr,Event Date,Abstract Text,Event Description,Event Keywords,con_end,Construction End Use,build_stor,Building Stories,proj_cost,Project Cost,proj_type,Project Type,Degree of Injury,nature_of_inj,Nature of Injury,part_of_body,Part of Body,event_type,Event type,evn_factor,Environmental Factor,hum_factor,Human Factor,task_assigned,Task Assigned,hazsub,fat_cause,fall_ht
220832208,1/31/2016,"On January 28, 2016 at 7:00 a.m., Employees #1, #2, and # 3 drove their vehicles to their start point at an  intersection to conduct sidewalk maintenance.  Employee #1 was operating a tool cat equipped with a blade for plowing.  Employee #3 was operating a tool cat equipped with a brush and Employee #2 was operating a 1-ton city truck with a flashing attenuator. The primary objective was to clear the snow from the sidewalk that ran East and West.  Employees #1, #2 and #3 were rear-ended by an SUV. Employees #1 and #3 were taken to the hospital and Employee # 2, who suffered two broken vertebrae and a fractured cheek, was treated at a local medical center. On January 31, 2016, Employee #3 was removed from life support due to injuries to his head, neck and spine ",TWO EMPLOYEES STUCK BY SUV AND KILLING ONE,"STRUCK BY,SPINE,VERTEBRA,HEAD,NECK,MOTOR VEHICLE,FRACTURE,TRUCK,SNOWPLOW BLADE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220826226,1/29/2016,"At 12:15 p.m. on January 29, 2016, an employee was working on a lathe machine. The employee's sweater from his left arm became entangled and the employee was pulled into the machine and killed. ",EMPLOYEE IS CAUGHT IN LATHE MACHINE AND IS KILLED,"CAUGHT IN,ENTANGLED,MACHINE GUARDING,CAUGHT BY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,4,Whole Body,2,Caught in or between,2,Catch Point/Puncture Action,18,Insufficient /Lack/Written Work Practice Program,1,Regularly Assigned,0,0,0
220826945,1/28/2016,"At 10:30 a.m. on January 28, 2016, an employee was loading a small roller/compactor onto a trailer (lowboy). The employee didn't have the machine positioned on the trailer straight and while attempting to correct the location of the roller, he over-compensated and caused the machine to roll over the edge of the trailer.  The employee was not wearing a seatbelt, and had never loaded a roller onto a trailer prior to the accident.The employee was struck on the head as the machine fell. It is believed the employee's head struck the ground, or that he struck the trailer when the roller fell from it, (this could not be determined). The employee was killed from the head injury. ). The employee was killed from the head injury.",EMPLOYEE STRIKES HEAD AND IS KILLED,"STRUCK BY,FALL,HEAD,ROLL-OVER,RIDING ON EQUIPMENT,FALLING OBJECT,CONSTRUCTION VEHICLE,ROLLER--MACH/PART",I,"Highway, road, street",0, ,0, ,C,Maintenance or repair,Fatal,7,Laceration,13,Head,5,Fall (from elevation),18,Other,14,Other,2,Not Regularly Assigned,0,21,0
220830640,1/28/2016,"At 8:30 a.m. on January 28, 2016,  a school crossing guard employee slipped on ice while walking  back to the curb from the street. The employee fell and hit his head on the curb and a passerby called for an ambulance. The employee was transported to the hospital for elevated care. His condition declined and on February 4, 2016 he died from a subdural hemorrhage. ",EMPLOYEE SLIPS ON ICE AND IS KILLED,"SLIPPERY SURFACE,HEMORRHAGE,STRUCK AGAINST,FALL,HEAD",0, ,0, ,0, ,0, ,Nonfatal,21,Serious Fall/Strike,13,Head,4,Fall (same level),17,"Weather, Earthquake, Etc.",18,Insufficient /Lack/Written Work Practice Program,2,Not Regularly Assigned,0,0,0
220826531,1/28/2016,"At 2:30 p.m. on January 28, 2016, an employee was assisting a forklift operator to move a bundle of 5 granite slabs, weighing 6,500 pounds, from the yard to the warehouse. While setting the bundle upon an A-frame in the warehouse, the forklift eased up the tension on the wire slings cradling the bundle.  The employee entered the shadow of the bundle to remove the wire slings from the hook.  The slabs fractured and fell, crushing him. The employee was killed as a result of his injuries. ",EMPLOYEE CRUSHED AND KILLED WHEN STONE SLAB BUNDLE BREAKS,"CRUSHING,MATERIAL HANDLING,POWERED INDUSTRIAL VEHICLE,FRACTURE,FALLING OBJECT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,2,Caught in or between,8,Materials Handling Equip./Method,14,Other,1,Regularly Assigned,0,0,0
220836258,1/27/2016,"At 12:40 p.m. on January 27, 2016, an employee was on the upper section of a 24-foot extension ladder that failed (bent/broke).  The employee fell and suffered an open skull fracture, pneumothorax and rib fractures.  The employee was taken to the hospital where he died from his injuries on 2/20/2016. ",EMPLOYEE FALLS FROM 24 FOOT EXTENSION LADDER AND IS KILLED,"SKULL,LADDER,FALL",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",13,Head,5,Fall (from elevation),18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220838056,1/27/2016,"At 12:45 p.m. on January 27, 2016, Employee #1 was removing a previously installed light fixture while standing at the top end of a 16-foot ladder. The employee was descending the ladder, attempting to hand the fixture to Employee #2 when Employee #1 fell to the ground and received severe head injuries.  Employee #1 was brought to the hospital and put into an induced coma.  Employee #1 died at the hospital 10 days later from injuries sustained during the fall. ",EMPLOYEE FALLS FROM LADDER AND IS KILLED,"FALL,LADDER,HEAD",A,Single family or duplex dwelling,2,2,0, ,A,New project or new addition,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,14,0
220825657,1/27/2016,"At 9:15 a.m. on January 27, 2016, an employee was under his truck behind the front passenger side tire, using a 1 foot metal file to hit the vehicle's starter solenoid, in an attempt to start the vehicle. When the vehicle started it was in gear and crushed the employee's neck and head. The employee was killed from head and neck trauma. ",EMPLOYEE CRUSHED BY VEHICLE IS KILLED,"CRUSHING,RUN OVER,NECK,STRUCK BY,TIRE,HEAD,TRUCK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,12,Defective Equipment In Use,1,Regularly Assigned,0,0,0
220825939,1/27/2016,"At 2:30 p.m. on January 27, 2016, an employee attempted to load  a truck loader onto a trailer. At this work site, the employer and employees were preparing to load the skid steer onto the trailer manually, after it had been leaking fluid heavily.  A chain was connected to the skid steer from the tow connection because it was going to be pulled by another truck.  During the process the skid steer was on an incline with the motor turned off.  An employee reached into the cab of the skid steer and pulled the hydraulic controller inside the truck loader while the bucket was elevated.  After pulling the controller, the bucket came down and crushed him in the chest area.The employee sustained injuries to his chest and stomach and was killed. killed. ",EMPLOYEE WAS STRUCK AND KILLED BY SKID STEER COMPACT TRACK L,"STRUCK BY,LOCKOUT/TAGOUT,RIGGING,MACHINE GUARDING,AIR PRESSURE,STOMACH,CHEST",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",5,Ribs,2,Caught in or between,3,Shear Point Action,9,Safety Devices Removed/Inoperable,2,Not Regularly Assigned,0,0,0
220825954,1/27/2016,"On January 27, 2016, an employee was walking out from a pedestrian ramp leading from the warehouse to the parking lot toward the kitchen, when she walked in front of a refriderated box truck that had just been serviced and was backing up. The truck struck the employee and ran her over. The driver stated that he felt a bump and when he got out of the truck to investigate, he discovered that he had backed over the employee. The employee was pronounced dead at the scene by emergency officials. ",EMPLOYEE STRUCK AND KILLED BY BOX TRUCK,"STRUCK BY,RUN OVER,TRUCK",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",4,Whole Body,1,Struck-by,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220826291,1/27/2016,"At 2:15 p.m. on January 27, 2016, Employee #1 was cutting twine from bales of hay to get them ready to store in a designated bay. Employee #1 was working very close to a stack of hay bales that were unstable. One or more bales of hay fell from a high level and struck employee #1.  A one-ton bale of hay struck and killed him. ",EMPLOYEE STRUCK AND KILLED BY A FALLING BALE OF HAY,"STRUCK BY,AGRICULTURE,FALLING OBJECT,BALER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220825871,1/26/2016,"At 12:30 p.m. on January 26, 2016, four employees were walking and surveying a highway lane widening project.  One of the employees knelt down to write on a notepad.  A dump truck which was backing into the area to unload sand, backed over the kneeling employee. The employee was killed by his injuries. ",EMPLOYEE IS STRUCK AND KILLED BY A DUMP TRUCK,"DUMP TRUCK,RUN OVER",I,"Highway, road, street",0, ,E,"$1,000,000 to $5,000,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,1,Struck-by,18,Other,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220826333,1/26/2016,"At 2:46 p.m. on January 26, 2016, a school employee was assisting in loading students onto the school buses which were angle-parked at the curb in front of the school.  For unknown reasons, a bus moved forward, crossing the sidewalk to where the employee and the schoolchildren were standing. The employee was struck by the bus and was killed. ",SCHOOL EMPLOYEE STRUCK BY BUS,"STRUCK BY,BUS",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220829956,1/26/2016,"On January 26, 2016, an employee was walking from a tractor trailer that was parked out at the road. The employee was walking to the office area to check in. The driver from another trucking company struck the employee, and did not know he had run over the employee until the police found blood and hair under his trailer. There were no witnesses. ",EMPLOYEE IS STRUCK AND KILLED BY TRACTOR TRAILOR,"STRUCK BY,TRACTOR TRAILER,RUN OVER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220825947,1/26/2016,"At 11:45 a.m. on January 26, 2016, Employee #1 was in a trench to replace a sewer line at a residential home.The trench was 21 inches wide by 6 feet long and dug in sandy/loam soil between a sidewalk and the house foundation. There was one hydraulic shore on one side of the trench. There was no shoring at either end. The trenched collapsed and the employer and the fire department attempted rescue, but could not reach the employee. Employee #1 was killed. After 30 minutes, the fire department changed from a rescue effort to a recovery effort.  He was found approximately 7 feet deep in the trench. ",EMPLOYEE IS KILLED WHEN TRENCH COLLAPSES,"TRENCH,COLLAPSE,STRUCK BY,SHORING",0, ,0, ,0, ,0, ,Fatal,2,"Asphyxiation, Drowning",5,Ribs,2,Caught in or between,18,Other,17,Insufficient /Lack/Engineering Controls,2,Not Regularly Assigned,0,0,0
220826044,1/26/2016,"At 10:00 p.m. on January 26, 2016, Employee #1 was on a smoke break in the designated employee smoking area and the employee went into cardiac arrest and died. ",EMPLOYEE DIES FROM CARDIAC ARREST,"CARDIAC ARREST,HEART ATTACK",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,12,Card-vascular/resp. fail.,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220826796,1/26/2016,"At 10:15 a.m. on January 26, 2016, Employee #1 was climbing a scaffold fixed ladder to gain access to the fourth tier of the scaffold. The employee contacted an energized power distribution line with the metal spray painting wand that he was carrying. Employee #1 received an electrical shock and fell 32 feet from the scaffold. He was killed by the fall and electrical shock. ",EMPLOYEE IS KILLED BY ELECTRICAL SHOCK AND FALLS,"ELECTRICAL,ELECTRIC SHOCK,POWER LINES,SCAFFOLD,FALL",B,Multi-family dwelling,3,3,0, ,A,New project or new addition,Fatal,10,Electrocution,19,Internal Injuries,13,Shock,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220825160,1/26/2016,"At 9:00 a.m. on January 26, 2016, Employee #1 was guiding concrete panel walls into place that were being brought in by a crane. The crane operator cabled down but the panel wall put the crane in an overload condition which caused the crane to tip over. As the crane tipped over, it hit a concrete panel wall causing it to fall on Employee #1, as he was guiding the panel into place. The panel crushed Employee #1, killing him. ",EMPLOYEE IS KILLED WHEN CRUSHED BY FALLING CONCRETE PANEL WA,"OVERLOADED,CONCRETE PANEL,CRUSHED,ROLL-OVER,CRANE LOAD,CRANE",C,Commercial building,0, ,0, ,A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,14,Other,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,26,0
220828222,1/26/2016,"At 9:45 a.m. on January 26, 2016, an employee was in the process of removing the 9th floor concrete in order to make space for a new stairwell. The employee was struck in the head by a falling 12 foot long 2x6 floor joist that fell from the 13th floor. The employee was killed by head trauma including skull fractures, brain damage, vertebrae broken in his neck and multiple contusions. ",EMPLOYEE IS STRUCK AND KILLED BY FALLING DEBRIS,"STRUCK BY,NECK,HEAD,FRACTURE,VERTEBRA,BRAIN,CONCRETE,CONTUSION,DEMOLITION,SKULL",C,Commercial building,13,13,0, ,D,Demolition,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,26,0
220829212,1/26/2016,"At 8:15 a.m. on Janurary 26, 2016, an employee was discovered under a conveyor system with a claw hammer nearby. The employee became caught within the in-turning rollers that drive the conveyor belt, and was partially pulled through. The employee's right arm was pulled between the rollers, and his head was partially crushed in the process. The rollers were approximately five inches in length, approximately 18-20 inches in diameter and covered with a thick rubber blanket for gripping purposes. The employee had free unobstructed access to the rollers because there were no guards or engineering controls to prevent employees from entering this area of the conveyor system. The employee sustained fatal crushing injuries to his right hand, wrist, forearm shoulder and head. The employee also sustained crushing/fracture type injuries to his legs, feet and upper torso. so.",EMPLOYEE IS CAUGHT BETWEEN IN-TURNING NIP POINT ROLLERS AND ,"CAUGHT IN,WRIST,NIP POINT,AMPUTATION,MACHINE GUARDING,HEAD,HAND,FRACTURE,FOREARM,FOOT,CONVEYOR,TORSO,CRUSHING,ROLLER--MACH/PART,SHOULDER,SKULL,ROLLER CONVEYOR",0, ,0, ,0, ,0, ,Fatal,9,Dislocation,24,Wrist,2,Caught in or between,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220855845,1/26/2016,"At 9:45 a.m. on January 26, 2016, Employee #1 was placing a crucible bridge (metal trough) on top of two crucibles (bowls for molten lead) sitting on a moving Crucible Transfer System, Model H-750b, known as Crucible Train B  at Furnace #1 tunnel entrance. The process was known as tapping.  The crucible train was composed of four train assemblies, carrying two crucibles on each assembly.  The crucible train ran on a train track measuring approximately 255 feet long from the Foundry Area into the Refinery Area. The train assembly was approximately 50 feet wide by 132 inches long by 24 feet high and weighed 4,930 Kg/10,868 lbs.  A crucible is a metal bowl designed to transport smelted lead from the Foundry Area to the Refinery Area by the crucible train.  The crucible outside diameter was approximately 56.5 feet by 33.5 inches high. The crucible's total width with the crucible ears on both sides was approximately 60 feet.  The furnace operators were in the process of cleaning the crucibles prior to the next tap.  Crucible Train B was located between Furnace #1's tunnel entrance and the wall opening leading into the Refinery Area.  Employee #1 made his way to Furnace #1 tunnel entrance area. The operator started to move Crucible Train B towards Furnace #1's tunnel entrance.  Two Brook Crompton pit motors, Model Number: MTR085, with approximately 7.5 horsepower, moved the crucible train back and forth from the Foundry Area to the Refinery Area at a speed of approximately .26 miles per hour.  Employee #1 started to place a crucible bridge onto the moving crucible train.  The crucible ear struck Employee #1's chest and pulled him in between the crucible ear and Furnace #1's right side tunnel entrance wall.  The distance between the right crucible ear to the right side of tunnel entrance wall was approximately 1 inch to 2 inches. Employee #1 was killed from massive blunt chest trauma and cardiac avulsion. unt chest trauma and cardiac avulsion.",EMPLOYEE STRUCK AND KILLED BY CRUCIBLE,"STRUCK BY,CHEST,FOUNDRY",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,1,Struck-by,18,Other,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0,0
220851620,1/25/2016,"At 11:35 a.m. on January 25, 2016, a forklift struck a stack of 4 x 8 sheets of melamine paneling and the material fell on and crushed the employee. ",EMPLOYEE IS CRUSHED BY FALLING PANELS,"STRUCK BY,FALLING OBJECT,POWERED INDUSTRIAL VEHICLE,CRUSHED",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,23,Femur,1,Struck-by,6,Overhead Moving/Falling Object Action,10,Position Inappropriate For Task,2,Not Regularly Assigned,0,26,0
220843346,1/25/2016,"At 10:15 a.m. on January 25, 2016, an employee was climbing an A-frame ladder. The employee fell from the ladder, hit the concrete floor and suffered head trauma. He was killed. ",EMPLOYEE KILLED IN FALL FROM A-FRAME LADDER,"FALL,LADDER,HEAD",0, ,1,1,0, ,A,New project or new addition,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220825178,1/25/2016,"At 9:45 p.m. on Januaray 25, 2016, a printing press operator left the workplace and went home to get sinus medicine.  He came back and punched in at 9:35 a.m., then minutes later the employee punched out again and walked to his pick-up truck in the company parking lot. The employee drove in the parking lot about 100 feet to a secluded corner and shot himself. ",EMPLOYEE DIES FROM A SELF-INFLICTED GUN SHOT.,"SUICIDE,GUNSHOT",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,13,Head,14,Other,18,Other,14,Other,2,Not Regularly Assigned,0,0,0
220827547,1/24/2016,"At 12:49 p.m. on January 24, 2016, Employee #1, a welder, was retrieving his personal belongings and welding equipment from the 2A-1 West plenum, where he had been working prior to his lunch break.Employee walked to the gas flow outlet area of 2A-1 West unit, stepped onto a horizontal damper, and fell 30 feet, landing on top of isolation dampers that were in the open position.  He sustained multiple blunt force trauma injuries to his body and was killed. ",EMPLOYEE FALLS AND IS KILLED,"WELDER,FALL,LOST BALANCE,WELDING",F,Power plant,0, ,G,"$10,000,000 to $20,000,000",B,Alteration or rehabilitation,Fatal,3,"Bruising, Contusion",19,Internal Injuries,5,Fall (from elevation),18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,30,0
220825434,1/24/2016,"At 7:15 a.m. on Janurary 24, 2016, an employee was sleeping in a trailer. The employee was found unresponsive and the coroner stated that the employee did from cardiovascular disease. ",EMPLOYEE FOUND DEAD INSIDE A TRAILER,CARDIOVASC DISEASE,0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,31,Heart,14,Other,18,Other,14,Other,1,Regularly Assigned,0,0,0
220831887,1/23/2016,"At 12:00 p.m. on January 23, 2016, an employee was loading metal panels onto a roof. The employee was walking on the roof and fell through a skylight. He suffered head trauma when he landed on the  concrete floor below, and was killed. ",EMPLOYEE FALLS THROUGH A SKYLIGHT AND IS KILLED,"SKYLIGHT,FALL",C,Commercial building,1,1,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,6,Head Trauma,13,Head,5,Fall (from elevation),13,Work-Surface/Facility-Layout Condition,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,15,0
220825392,1/23/2016,"At 10:15 a.m. on January 23, 2016, Employee #1 was walking the work site that was being graded and he was struck and killed by a Maintainer truck. ",EMPLOYEE IS KILLED WHEN STRUCK BY TRUCK,"STRUCK BY,TRUCK,WALKING SURFACE",M,Pipeline,0, ,C,"$250,000 to $500,000",A,New project or new addition,Fatal,21,Serious Fall/Strike,1,Abdomen,1,Struck-by,18,Other,14,Other,1,Regularly Assigned,0,4,0
220826846,1/23/2016,"At 5:00 a.m. on January 23, 2016, a maintenance employee was installing a guard on the right side of a vat drier washer machine #116. An accident took place and the employee sustained a pulmonary embolism and second and third degree burns on the chest, right arm, torso and right foot during the install. install. ",EMPLOYEE DIES FROM A PULMONARY EMBOLISM AND IS BURNED,"BURN,EMBOLISM,MAINTENANCE",0, ,0, ,0, ,0, ,Fatal,4,Chemical Burn,16,Left Leg,14,Other,9,Chemical Action/Reaction Expos,13,Lockout/Tagout Procedure Malfunction,2,Not Regularly Assigned,0,0,0
220865463,1/22/2016,"At 10:30 a.m. on January 22, 2016, an employee was climbing a ladder while carrying roofing materials.The employee fell 16 feet to a concrete pad below and was killed. as killed.",EMPLOYEE FALLS FROM LADDER AND IS KILLED,"ROOFER,FALL,LADDER,ROOF",C,Commercial building,1,1,A,"Under $50,000",C,Maintenance or repair,Fatal,3,"Bruising, Contusion",16,Left Leg,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,14,0
220827984,1/22/2016,"At 9:30 a.m. on January 1, 2016, an employee was walking along steel channel at floor level inventorying materials. As the employee was walking along steel channel, the employee twisted abruptly, breaking his right leg femur and fell to the floor.  The employee was transported for treatment and underwent surgery on January 28, 2016. The employee died January 28, 2016, shortly after surgery. The employee had prior medical conditions including kidney and bone cancer. ","EMPLOYEE FALLS, BREAKS LEG, AND LATER DIES FROM COMPLICATION","FALL,LEG,FRACTURE",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,16,Left Leg,4,Fall (same level),13,Work-Surface/Facility-Layout Condition,14,Other,2,Not Regularly Assigned,0,0,0
220831168,1/22/2016,"At 8:45 a.m. on January 22, 2016, an employee was directing traffic.  The employee was looking south into the sun while standing in the roadway with a stop sign paddle , facing the traffic traveling south. A motor vehicle operator traveling south was also looking straight into the sun and did not see the employee or the work zone. The vehicle struck the employee who was standing in the roadway while directing traffic.  The employee was killed. ",EMPLOYEE IS STRUCK AND KILLED BY VEHICLE ON ROADWAY,"STRUCK BY,RUN OVER,FLAGGER,MOTOR VEHICLE",O,"Power line, transmission line",0, ,A,"Under $50,000",B,Alteration or rehabilitation,Fatal,12,"Fracture, Broken Bones",13,Head,1,Struck-by,17,"Weather, Earthquake, Etc.",5,Distracting Actions By Others,1,Regularly Assigned,0,0,0
220825699,1/22/2016,"At 5:30 a.m. on January 22, 2016, an employee and a coworker were unloading a 12 feet by 18 feet, 500 lb wall truck panel that was located inside a trailer. The truck wall panels were stacked in an upright position leaning against each other and the trailer wall, but not adequately secured. The employee and coworker slid the first wall truck panel from the stack of five panels to the front of the trailer. At the front of the trailer, they leaned the panel up against the other four wall truck panels. All five of the truck wall panels began to slide and collapse, striking and fatally injuring the employee. The coworker was struck also, but did require medical treatment. ",EMPLOYEE IS STRUCK AND KILLED BY FALLING TRUCK WALL PANEL,"STRUCK BY,DOCK WORKER,OFF LOADING",0, ,0, ,0, ,0, ,Fatal,3,"Bruising, Contusion",13,Head,1,Struck-by,8,Materials Handling Equip./Method,11,Mater-Handling Procedure Inappropriate,1,Regularly Assigned,0,0,0
220826960,1/22/2016,"At 4:00 p.m. on January 22, 2016, an employee informed management that the print head at the knob assembly station was not printing properly. Management left the area to instruct others to stop the flow of product. After management left the area, the employee made her way to the part of the machine which housed the print head.  For unknown reasons, she leaned into the machine and was pinned when the machine cycled.  The employee's head was caught between a fixed arm on the machine and an automatically actuated carriage which cycled, causing crushing injuries to the head and neck. ing injuries to the head and neck.and neck.",EMPLOYEE IS CRUSHED AND KILLED BY PRINTING MACHINE,"PINNED,CRUSHED,LOCKOUT/TAGOUT,MACHINE GUARDING,NECK,HEAD,EQUIPMENT FAILURE,CAUGHT IN,PRINTING,PRINTING PRESS",0, ,0, ,0, ,0, ,Fatal,6,Head Trauma,13,Head,2,Caught in or between,1,Pinch Point Action,1,"Misjudgment, Hazardous Situation",2,Not Regularly Assigned,0,0,0
220825327,1/22/2016,"At 2:30 p.m. on January 22, 2016, a 41 year old male employee was vacuuming and performing cleaning operations under dump station #3 table. The dump station had a cart on it and it weighed 150 pounds. The employee was vacuuming when the table dropped down causing the cart to fall and strike the employee. The employee died at the scene as a result of a skull fracture. There were no witnesses. The employee suffered lacerations and abrasions of the head and lower back. The employee had a left periorbital contusion, with a fracture at the base of the skull. ",EMPLOYEE DIES WHEN STRUCK BY A FALLING OBJECT,"STRUCK BY,CONTUSION,LOCKOUT/TAGOUT,LACERATION,HEAD,FRACTURE,BACK,SKULL",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,6,Overhead Moving/Falling Object Action,14,Other,1,Regularly Assigned,0,0,0
220824437,1/21/2016,"At 12:00 p.m. on January 21, 2016, an employee was crossing in front of a semi-truck when it moved forward, struck and killed the employee. ",EMPLOYEE IS STRUCK AND KILLED BY TRACTOR TRAILER,"STRUCK BY,RUN OVER,TRACTOR TRAILER",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",19,Internal Injuries,1,Struck-by,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
220825590,1/21/2016,"On January 21, 2016, Employee #1 was informed there was a smell of gas in the air at the jobsite. The employee arrived at the jobsite and turned the gas off at the 500 gallon propane tank that had been placed there the previous day. The tank was hooked up to two small propane heaters that were placed in the basement of the house under construction.   Employee #1 and another worker proceeded to the house and lifted a piece of plywood that was covering the access to the basement area.   Upon lifting the plywood, the employee noticed and commented on the smell of gas being potent. Employee #1 descended the basement steps and observed that one of the propane heaters was not working and the other had a low pilot light.  Employee #1 did not go any further into the basement, but as he was going up the stairs to get out of the area, a large explosion occurred engulfing him in fire. He died later the same day due to the severe burns he sustained. ",EMPLOYEE IS BURNED IN EXPLOSION AND LATER DIES,"PROPANE,EXPLOSION,FIRE,GAS LEAK,BURN",0, ,0, ,0, ,0, ,Fatal,4,Chemical Burn,19,Internal Injuries,14,Other,7,Gas/Vapor/Mist/Fume/Smoke/Dust,4,Malfunction In Securing/Warning Op,2,Not Regularly Assigned,0,0,0
220828891,1/21/2016,"At 7:30 a.m. on January 21, 2016, an employee was driving a log truck when an oncoming truck crossed the center lane and caused an accident.  The employee suffered a fatal head injury. ",EMPLOYEE DRIVING TRUCK SUFFERS HEAD INJURY IN COLLISION AND ,"STRUCK BY,MOTOR VEHICLE,LOG TRUCK,HEAD",0, ,0, ,0, ,0, ,Fatal,12,"Fracture, Broken Bones",19,Internal Injuries,1,Struck-by,8,Materials Handling Equip./Method,14,Other,2,Not Regularly Assigned,0,7,0
220823850,1/20/2016,"At 6:00 p.m. on January 19, 2016, an employee drove into the warehouse yard, parked, and exited his semi-trailer truck.  Bending down next to his truck, the employee was struck by a coworker in another semi-trailer truck.  Although the yard was lit, the coworker did not see the employee.  The employee was killed from multiple blunt force trauma. ",EMPLOYEE IS STRUCK AND KILLED BY TRAILER TRUCK,"STRUCK BY,TRAILER TRUCK,MOTOR VEHICLE,RUN OVER",0, ,0, ,0, ,0, ,Fatal,7,Laceration,13,Head,1,Struck-by,14,Illumination,10,Position Inappropriate For Task,1,Regularly Assigned,0,0,0
220825970,1/20/2016,"At 11:47 a.m. on January 20, 2016, an employee was attempting to get a Bobcat skid steer loader back on the ramps of a flatbed.  The employee was subsequently struck by the Bobcat, suffered multiple internal injuries and was killed. ",EMPLOYEE IS STRUCK AND KILLED BY SKID STEER LOADER,"STRUCK BY,LOADER",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,19,Internal Injuries,1,Struck-by,8,Materials Handling Equip./Method,10,Position Inappropriate For Task,2,Not Regularly Assigned,0,28,0
220823892,1/20/2016,"At 10:00 a.m. on January 20, 2016, Employee #1 was installing tar paper on a residential roof. The employee fell 34 feet from a section of the roof and was killed. ",EMPLOYEE IS KILLED IN FALL FROM ROOF,"FALL,ROOF",B,Multi-family dwelling,3,3,0, ,A,New project or new addition,Fatal,21,Serious Fall/Strike,13,Head,5,Fall (from elevation),18,Other,14,Other,1,Regularly Assigned,0,15,0
220823975,1/20/2016,"At 4:50 a.m. on January 20, 2016, an employee was spraying water onto an inclined conveyor belt with a water hose from a work platform.  While stranding at the guardrail, the employee's rain suit was snagged by the conveyor's rotating shaft.  The employee was caught between the gearbox and motor.  The employee's neck was compressed, resulting in fatal asphyxiation. ",EMPLOYEE IS CAUGHT IN CONVEYOR BELT AND KILLED BY ASPHYXIATI,"CAUGHT IN,NECK,ELEVATED WORK PLATFORM,ASPHYXIATED,CLOTHING,CONVEYOR",0, ,0, ,0, ,0, ,Fatal,21,Serious Fall/Strike,5,Ribs,2,Caught in or between,18,Other,1,"Misjudgment, Hazardous Situation",1,Regularly Assigned,0,0,0
